Invoice ID,Product Name,Product Category,Quantity,Transaction Date,Customer ID,Country/Region,Unit Price
INV536662,Diapers,Baby & Personal Care,2,2025-06-08 14:47,CUST11502,United Kingdom,19.99
INV536662,Baby Wipes,Baby & Personal Care,1,2025-06-08 14:47,CUST11502,United Kingdom,3.99
INV536662,Sugar,Pantry,1,2025-06-08 14:47,CUST11502,United Kingdom,2.1
INV536662,Coffee,Pantry,3,2025-06-08 14:47,CUST11502,United Kingdom,7.99
INV536662,Milk,Dairy & Eggs,1,2025-06-08 14:47,CUST11502,United Kingdom,1.99
INV536663,Water,Beverages,1,2025-03-17 13:27,CUST15089,Germany,0.99
INV536663,Milk,Dairy & Eggs,2,2025-03-17 13:27,CUST15089,Germany,1.99
INV536664,Sugar,Pantry,1,2025-10-24 14:43,CUST12986,United Kingdom,2.1
INV536664,Water,Beverages,1,2025-10-24 14:43,CUST12986,United Kingdom,0.99
INV536664,Cookies,Bakery,1,2025-10-24 14:43,CUST12986,United Kingdom,3.0
INV536665,Coffee,Pantry,3,2025-09-21 13:03,CUST11594,United Kingdom,7.99
INV536665,Sugar,Pantry,5,2025-09-21 13:03,CUST11594,United Kingdom,2.1
INV536665,Soda,Beverages,4,2025-09-21 13:03,CUST11594,United Kingdom,1.79
INV536666,Cheese,Dairy & Eggs,5,2025-02-25 13:58,CUST14375,Germany,5.99
INV536666,Water,Beverages,1,2025-02-25 13:58,CUST14375,Germany,0.99
INV536666,Tomato Sauce,Pantry,4,2025-02-25 13:58,CUST14375,Germany,2.79
INV536666,Pasta,Pantry,1,2025-02-25 13:58,CUST14375,Germany,1.49
INV536666,Sugar,Pantry,1,2025-02-25 13:58,CUST14375,Germany,2.1
INV536666,Olive Oil,Pantry,1,2025-02-25 13:58,CUST14375,Germany,9.99
INV536666,Coffee,Pantry,1,2025-02-25 13:58,CUST14375,Germany,7.99
INV536666,Eggs,Dairy & Eggs,3,2025-02-25 13:58,CUST14375,Germany,2.99
INV536666,Wine,Beverages,4,2025-02-25 13:58,CUST14375,Germany,14.99
INV536666,Bagel,Bakery,1,2025-02-25 13:58,CUST14375,Germany,1.5
INV536667,Tomato Sauce,Pantry,5,2025-06-20 17:37,CUST17225,United Kingdom,2.79
INV536667,Cookies,Bakery,5,2025-06-20 17:37,CUST17225,United Kingdom,3.0
INV536667,Tea,Pantry,2,2025-06-20 17:37,CUST17225,United Kingdom,4.5
INV536667,Bread,Bakery,2,2025-06-20 17:37,CUST17225,United Kingdom,2.5
INV536667,Coffee,Pantry,1,2025-06-20 17:37,CUST17225,United Kingdom,7.99
INV536667,Yogurt,Dairy & Eggs,2,2025-06-20 17:37,CUST17225,United Kingdom,1.2
INV536667,Milk,Dairy & Eggs,2,2025-06-20 17:37,CUST17225,United Kingdom,1.99
INV536667,Butter,Dairy & Eggs,3,2025-06-20 17:37,CUST17225,United Kingdom,3.49
INV536668,Tomato Sauce,Pantry,1,2025-11-28 14:23,CUST12693,Italy,2.79
INV536668,Soda,Beverages,2,2025-11-28 14:23,CUST12693,Italy,1.79
INV536668,Pasta,Pantry,1,2025-11-28 14:23,CUST12693,Italy,1.49
INV536668,Sugar,Pantry,1,2025-11-28 14:23,CUST12693,Italy,2.1
INV536668,Coffee,Pantry,1,2025-11-28 14:23,CUST12693,Italy,7.99
INV536668,Shampoo,Baby & Personal Care,10,2025-11-28 14:23,CUST12693,Italy,4.99
INV536669,Beer,Beverages,1,2025-09-11 13:01,CUST12451,France,8.99
INV536669,Cheese,Dairy & Eggs,3,2025-09-11 13:01,CUST12451,France,5.99
INV536669,Cookies,Bakery,3,2025-09-11 13:01,CUST12451,France,3.0
INV536669,Soda,Beverages,1,2025-09-11 13:01,CUST12451,France,1.79
INV536669,Tea,Pantry,2,2025-09-11 13:01,CUST12451,France,4.5
INV536669,Sugar,Pantry,2,2025-09-11 13:01,CUST12451,France,2.1
INV536669,Croissant,Bakery,1,2025-09-11 13:01,CUST12451,France,1.8
INV536669,Coffee,Pantry,1,2025-09-11 13:01,CUST12451,France,7.99
INV536669,Yogurt,Dairy & Eggs,3,2025-09-11 13:01,CUST12451,France,1.2
INV536669,Eggs,Dairy & Eggs,1,2025-09-11 13:01,CUST12451,France,2.99
INV536669,Soap,Baby & Personal Care,1,2025-09-11 13:01,CUST12451,France,1.5
INV536669,Wine,Beverages,2,2025-09-11 13:01,CUST12451,France,14.99
INV536670,Juice,Beverages,5,2025-11-30 09:38,CUST18153,Netherlands,3.5
INV536670,Bread,Bakery,5,2025-11-30 09:38,CUST18153,Netherlands,2.5
INV536670,Butter,Dairy & Eggs,12,2025-11-30 09:38,CUST18153,Netherlands,3.49
INV536671,Cheese,Dairy & Eggs,2,2025-07-21 16:06,CUST16667,United Kingdom,5.99
INV536671,Tomato Sauce,Pantry,2,2025-07-21 16:06,CUST16667,United Kingdom,2.79
INV536671,Soda,Beverages,10,2025-07-21 16:06,CUST16667,United Kingdom,1.79
INV536671,Croissant,Bakery,4,2025-07-21 16:06,CUST16667,United Kingdom,1.8
INV536671,Yogurt,Dairy & Eggs,1,2025-07-21 16:06,CUST16667,United Kingdom,1.2
INV536672,Water,Beverages,3,2025-05-15 08:42,CUST17672,United Kingdom,0.99
INV536672,Diapers,Baby & Personal Care,5,2025-05-15 08:42,CUST17672,United Kingdom,19.99
INV536672,Baby Wipes,Baby & Personal Care,3,2025-05-15 08:42,CUST17672,United Kingdom,3.99
INV536672,Bread,Bakery,5,2025-05-15 08:42,CUST17672,United Kingdom,2.5
INV536672,Eggs,Dairy & Eggs,2,2025-05-15 08:42,CUST17672,United Kingdom,2.99
INV536672,Milk,Dairy & Eggs,1,2025-05-15 08:42,CUST17672,United Kingdom,1.99
INV536672,Butter,Dairy & Eggs,1,2025-05-15 08:42,CUST17672,United Kingdom,3.49
INV536673,Jam,Pantry,4,2025-05-15 19:43,CUST15681,Germany,4.2
INV536673,Juice,Beverages,3,2025-05-15 19:43,CUST15681,Germany,3.5
INV536673,Tomato Sauce,Pantry,1,2025-05-15 19:43,CUST15681,Germany,2.79
INV536673,Bread,Bakery,1,2025-05-15 19:43,CUST15681,Germany,2.5
INV536673,Butter,Dairy & Eggs,1,2025-05-15 19:43,CUST15681,Germany,3.49
INV536674,Cheese,Dairy & Eggs,2,2025-10-30 08:44,CUST18761,United Kingdom,5.99
INV536674,Cookies,Bakery,10,2025-10-30 08:44,CUST18761,United Kingdom,3.0
INV536674,Jam,Pantry,2,2025-10-30 08:44,CUST18761,United Kingdom,4.2
INV536674,Bread,Bakery,5,2025-10-30 08:44,CUST18761,United Kingdom,2.5
INV536674,Eggs,Dairy & Eggs,2,2025-10-30 08:44,CUST18761,United Kingdom,2.99
INV536674,Wine,Beverages,1,2025-10-30 08:44,CUST18761,United Kingdom,14.99
INV536674,Milk,Dairy & Eggs,2,2025-10-30 08:44,CUST18761,United Kingdom,1.99
INV536674,Butter,Dairy & Eggs,3,2025-10-30 08:44,CUST18761,United Kingdom,3.49
INV536675,Coffee,Pantry,3,2025-11-04 13:12,CUST19604,United Kingdom,7.99
INV536675,Soda,Beverages,2,2025-11-04 13:12,CUST19604,United Kingdom,1.79
INV536675,Bread,Bakery,1,2025-11-04 13:12,CUST19604,United Kingdom,2.5
INV536675,Butter,Dairy & Eggs,2,2025-11-04 13:12,CUST19604,United Kingdom,3.49
INV536676,Shampoo,Baby & Personal Care,2,2025-03-30 19:25,CUST11786,France,4.99
INV536676,Water,Beverages,2,2025-03-30 19:25,CUST11786,France,0.99
INV536676,Bread,Bakery,2,2025-03-30 19:25,CUST11786,France,2.5
INV536676,Butter,Dairy & Eggs,2,2025-03-30 19:25,CUST11786,France,3.49
INV536677,Cake,Bakery,2,2025-01-11 14:54,CUST13479,United Kingdom,12.0
INV536677,Cheese,Dairy & Eggs,4,2025-01-11 14:54,CUST13479,United Kingdom,5.99
INV536677,Baby Wipes,Baby & Personal Care,1,2025-01-11 14:54,CUST13479,United Kingdom,3.99
INV536677,Wine,Beverages,2,2025-01-11 14:54,CUST13479,United Kingdom,14.99
INV536677,Butter,Dairy & Eggs,1,2025-01-11 14:54,CUST13479,United Kingdom,3.49
INV536678,Jam,Pantry,2,2025-02-05 14:28,CUST13830,United Kingdom,4.2
INV536678,Water,Beverages,1,2025-02-05 14:28,CUST13830,United Kingdom,0.99
INV536678,Tomato Sauce,Pantry,3,2025-02-05 14:28,CUST13830,United Kingdom,2.79
INV536678,Baby Wipes,Baby & Personal Care,2,2025-02-05 14:28,CUST13830,United Kingdom,3.99
INV536678,Soda,Beverages,3,2025-02-05 14:28,CUST13830,United Kingdom,1.79
INV536678,Bread,Bakery,1,2025-02-05 14:28,CUST13830,United Kingdom,2.5
INV536678,Butter,Dairy & Eggs,2,2025-02-05 14:28,CUST13830,United Kingdom,3.49
INV536679,Soda,Beverages,1,2025-03-21 09:19,CUST18521,United Kingdom,1.79
INV536679,Yogurt,Dairy & Eggs,2,2025-03-21 09:19,CUST18521,United Kingdom,1.2
INV536679,Shampoo,Baby & Personal Care,1,2025-03-21 09:19,CUST18521,United Kingdom,4.99
INV536679,Wine,Beverages,1,2025-03-21 09:19,CUST18521,United Kingdom,14.99
INV536679,Bagel,Bakery,1,2025-03-21 09:19,CUST18521,United Kingdom,1.5
INV536679,Milk,Dairy & Eggs,1,2025-03-21 09:19,CUST18521,United Kingdom,1.99
INV536679,Butter,Dairy & Eggs,2,2025-03-21 09:19,CUST18521,United Kingdom,3.49
INV536680,Cookies,Bakery,2,2025-11-20 09:12,CUST13447,France,3.0
INV536680,Soda,Beverages,1,2025-11-20 09:12,CUST13447,France,1.79
INV536680,Tea,Pantry,1,2025-11-20 09:12,CUST13447,France,4.5
INV536680,Bread,Bakery,2,2025-11-20 09:12,CUST13447,France,2.5
INV536680,Eggs,Dairy & Eggs,1,2025-11-20 09:12,CUST13447,France,2.99
INV536680,Bagel,Bakery,1,2025-11-20 09:12,CUST13447,France,1.5
INV536680,Butter,Dairy & Eggs,2,2025-11-20 09:12,CUST13447,France,3.49
INV536681,Sugar,Pantry,1,2025-10-26 10:10,CUST19036,United Kingdom,2.1
INV536681,Water,Beverages,2,2025-10-26 10:10,CUST19036,United Kingdom,0.99
INV536681,Milk,Dairy & Eggs,1,2025-10-26 10:10,CUST19036,United Kingdom,1.99
INV536682,Baby Wipes,Baby & Personal Care,5,2025-05-12 12:12,CUST17176,United Kingdom,3.99
INV536682,Sugar,Pantry,5,2025-05-12 12:12,CUST17176,United Kingdom,2.1
INV536682,Coffee,Pantry,1,2025-05-12 12:12,CUST17176,United Kingdom,7.99
INV536682,Eggs,Dairy & Eggs,2,2025-05-12 12:12,CUST17176,United Kingdom,2.99
INV536682,Milk,Dairy & Eggs,2,2025-05-12 12:12,CUST17176,United Kingdom,1.99
INV536683,Juice,Beverages,1,2025-10-12 12:32,CUST18382,United Kingdom,3.5
INV536683,Soda,Beverages,1,2025-10-12 12:32,CUST18382,United Kingdom,1.79
INV536683,Bread,Bakery,1,2025-10-12 12:32,CUST18382,United Kingdom,2.5
INV536683,Yogurt,Dairy & Eggs,3,2025-10-12 12:32,CUST18382,United Kingdom,1.2
INV536683,Rice,Pantry,1,2025-10-12 12:32,CUST18382,United Kingdom,3.2
INV536683,Butter,Dairy & Eggs,1,2025-10-12 12:32,CUST18382,United Kingdom,3.49
INV536684,Beer,Beverages,1,2025-12-25 12:29,CUST17116,Italy,8.99
INV536684,Water,Beverages,1,2025-12-25 12:29,CUST17116,Italy,0.99
INV536684,Diapers,Baby & Personal Care,1,2025-12-25 12:29,CUST17116,Italy,19.99
INV536684,Juice,Beverages,5,2025-12-25 12:29,CUST17116,Italy,3.5
INV536684,Baby Wipes,Baby & Personal Care,3,2025-12-25 12:29,CUST17116,Italy,3.99
INV536684,Sugar,Pantry,12,2025-12-25 12:29,CUST17116,Italy,2.1
INV536685,Shampoo,Baby & Personal Care,1,2025-06-30 11:50,CUST11936,United Kingdom,4.99
INV536685,Wine,Beverages,1,2025-06-30 11:50,CUST11936,United Kingdom,14.99
INV536685,Soap,Baby & Personal Care,2,2025-06-30 11:50,CUST11936,United Kingdom,1.5
INV536685,Soda,Beverages,1,2025-06-30 11:50,CUST11936,United Kingdom,1.79
INV536686,Water,Beverages,5,2025-04-29 12:46,CUST19988,United Kingdom,0.99
INV536686,Diapers,Baby & Personal Care,1,2025-04-29 12:46,CUST19988,United Kingdom,19.99
INV536686,Juice,Beverages,1,2025-04-29 12:46,CUST19988,United Kingdom,3.5
INV536686,Baby Wipes,Baby & Personal Care,1,2025-04-29 12:46,CUST19988,United Kingdom,3.99
INV536686,Sugar,Pantry,3,2025-04-29 12:46,CUST19988,United Kingdom,2.1
INV536686,Olive Oil,Pantry,2,2025-04-29 12:46,CUST19988,United Kingdom,9.99
INV536686,Coffee,Pantry,1,2025-04-29 12:46,CUST19988,United Kingdom,7.99
INV536686,Yogurt,Dairy & Eggs,1,2025-04-29 12:46,CUST19988,United Kingdom,1.2
INV536686,Eggs,Dairy & Eggs,1,2025-04-29 12:46,CUST19988,United Kingdom,2.99
INV536687,Coffee,Pantry,2,2025-02-20 19:33,CUST15719,United Kingdom,7.99
INV536687,Tea,Pantry,3,2025-02-20 19:33,CUST15719,United Kingdom,4.5
INV536687,Cookies,Bakery,2,2025-02-20 19:33,CUST15719,United Kingdom,3.0
INV536687,Milk,Dairy & Eggs,1,2025-02-20 19:33,CUST15719,United Kingdom,1.99
INV536688,Water,Beverages,1,2025-08-26 12:57,CUST19480,Netherlands,0.99
INV536688,Tomato Sauce,Pantry,5,2025-08-26 12:57,CUST19480,Netherlands,2.79
INV536688,Tea,Pantry,5,2025-08-26 12:57,CUST19480,Netherlands,4.5
INV536688,Bread,Bakery,1,2025-08-26 12:57,CUST19480,Netherlands,2.5
INV536688,Butter,Dairy & Eggs,3,2025-08-26 12:57,CUST19480,Netherlands,3.49
INV536689,Beer,Beverages,2,2025-02-09 11:47,CUST17611,Germany,8.99
INV536689,Cheese,Dairy & Eggs,5,2025-02-09 11:47,CUST17611,Germany,5.99
INV536689,Diapers,Baby & Personal Care,2,2025-02-09 11:47,CUST17611,Germany,19.99
INV536689,Juice,Beverages,1,2025-02-09 11:47,CUST17611,Germany,3.5
INV536689,Baby Wipes,Baby & Personal Care,4,2025-02-09 11:47,CUST17611,Germany,3.99
INV536689,Tomato Sauce,Pantry,1,2025-02-09 11:47,CUST17611,Germany,2.79
INV536689,Soda,Beverages,1,2025-02-09 11:47,CUST17611,Germany,1.79
INV536689,Pasta,Pantry,2,2025-02-09 11:47,CUST17611,Germany,1.49
INV536689,Cookies,Bakery,2,2025-02-09 11:47,CUST17611,Germany,3.0
INV536689,Tea,Pantry,2,2025-02-09 11:47,CUST17611,Germany,4.5
INV536690,Cheese,Dairy & Eggs,1,2025-07-22 19:49,CUST16293,Spain,5.99
INV536690,Water,Beverages,2,2025-07-22 19:49,CUST16293,Spain,0.99
INV536690,Tomato Sauce,Pantry,1,2025-07-22 19:49,CUST16293,Spain,2.79
INV536690,Pasta,Pantry,2,2025-07-22 19:49,CUST16293,Spain,1.49
INV536690,Yogurt,Dairy & Eggs,1,2025-07-22 19:49,CUST16293,Spain,1.2
INV536690,Wine,Beverages,1,2025-07-22 19:49,CUST16293,Spain,14.99
INV536691,Cake,Bakery,1,2025-04-19 13:04,CUST18204,United Kingdom,12.0
INV536691,Cheese,Dairy & Eggs,1,2025-04-19 13:04,CUST18204,United Kingdom,5.99
INV536691,Juice,Beverages,2,2025-04-19 13:04,CUST18204,United Kingdom,3.5
INV536691,Bread,Bakery,1,2025-04-19 13:04,CUST18204,United Kingdom,2.5
INV536691,Wine,Beverages,1,2025-04-19 13:04,CUST18204,United Kingdom,14.99
INV536691,Butter,Dairy & Eggs,1,2025-04-19 13:04,CUST18204,United Kingdom,3.49
INV536692,Cheese,Dairy & Eggs,1,2025-02-27 13:46,CUST16030,United Kingdom,5.99
INV536692,Jam,Pantry,1,2025-02-27 13:46,CUST16030,United Kingdom,4.2
INV536692,Tomato Sauce,Pantry,3,2025-02-27 13:46,CUST16030,United Kingdom,2.79
INV536692,Pasta,Pantry,1,2025-02-27 13:46,CUST16030,United Kingdom,1.49
INV536692,Tea,Pantry,3,2025-02-27 13:46,CUST16030,United Kingdom,4.5
INV536692,Sugar,Pantry,3,2025-02-27 13:46,CUST16030,United Kingdom,2.1
INV536692,Bread,Bakery,1,2025-02-27 13:46,CUST16030,United Kingdom,2.5
INV536692,Coffee,Pantry,1,2025-02-27 13:46,CUST16030,United Kingdom,7.99
INV536692,Wine,Beverages,1,2025-02-27 13:46,CUST16030,United Kingdom,14.99
INV536692,Milk,Dairy & Eggs,1,2025-02-27 13:46,CUST16030,United Kingdom,1.99
INV536692,Butter,Dairy & Eggs,1,2025-02-27 13:46,CUST16030,United Kingdom,3.49
INV536693,Cheese,Dairy & Eggs,1,2025-07-25 16:16,CUST16319,United Kingdom,5.99
INV536693,Jam,Pantry,1,2025-07-25 16:16,CUST16319,United Kingdom,4.2
INV536693,Tomato Sauce,Pantry,1,2025-07-25 16:16,CUST16319,United Kingdom,2.79
INV536693,Cookies,Bakery,1,2025-07-25 16:16,CUST16319,United Kingdom,3.0
INV536693,Pasta,Pantry,2,2025-07-25 16:16,CUST16319,United Kingdom,1.49
INV536693,Tea,Pantry,2,2025-07-25 16:16,CUST16319,United Kingdom,4.5
INV536693,Sugar,Pantry,1,2025-07-25 16:16,CUST16319,United Kingdom,2.1
INV536693,Bread,Bakery,1,2025-07-25 16:16,CUST16319,United Kingdom,2.5
INV536693,Coffee,Pantry,3,2025-07-25 16:16,CUST16319,United Kingdom,7.99
INV536693,Milk,Dairy & Eggs,2,2025-07-25 16:16,CUST16319,United Kingdom,1.99
INV536693,Butter,Dairy & Eggs,1,2025-07-25 16:16,CUST16319,United Kingdom,3.49
INV536694,Cake,Bakery,1,2025-10-22 19:09,CUST19055,United Kingdom,12.0
INV536694,Beer,Beverages,3,2025-10-22 19:09,CUST19055,United Kingdom,8.99
INV536694,Diapers,Baby & Personal Care,2,2025-10-22 19:09,CUST19055,United Kingdom,19.99
INV536694,Tomato Sauce,Pantry,1,2025-10-22 19:09,CUST19055,United Kingdom,2.79
INV536694,Pasta,Pantry,2,2025-10-22 19:09,CUST19055,United Kingdom,1.49
INV536694,Sugar,Pantry,1,2025-10-22 19:09,CUST19055,United Kingdom,2.1
INV536694,Yogurt,Dairy & Eggs,1,2025-10-22 19:09,CUST19055,United Kingdom,1.2
INV536694,Shampoo,Baby & Personal Care,1,2025-10-22 19:09,CUST19055,United Kingdom,4.99
INV536695,Cheese,Dairy & Eggs,1,2025-03-08 12:33,CUST16104,Italy,5.99
INV536695,Water,Beverages,1,2025-03-08 12:33,CUST16104,Italy,0.99
INV536695,Tomato Sauce,Pantry,1,2025-03-08 12:33,CUST16104,Italy,2.79
INV536695,Soda,Beverages,2,2025-03-08 12:33,CUST16104,Italy,1.79
INV536695,Pasta,Pantry,2,2025-03-08 12:33,CUST16104,Italy,1.49
INV536695,Tea,Pantry,1,2025-03-08 12:33,CUST16104,Italy,4.5
INV536696,Shampoo,Baby & Personal Care,1,2025-04-29 16:26,CUST16147,United Kingdom,4.99
INV536696,Water,Beverages,3,2025-04-29 16:26,CUST16147,United Kingdom,0.99
INV536697,Cheese,Dairy & Eggs,1,2025-02-18 20:22,CUST10181,United Kingdom,5.99
INV536697,Tomato Sauce,Pantry,1,2025-02-18 20:22,CUST10181,United Kingdom,2.79
INV536697,Cookies,Bakery,1,2025-02-18 20:22,CUST10181,United Kingdom,3.0
INV536697,Pasta,Pantry,1,2025-02-18 20:22,CUST10181,United Kingdom,1.49
INV536697,Tea,Pantry,2,2025-02-18 20:22,CUST10181,United Kingdom,4.5
INV536697,Olive Oil,Pantry,3,2025-02-18 20:22,CUST10181,United Kingdom,9.99
INV536697,Wine,Beverages,3,2025-02-18 20:22,CUST10181,United Kingdom,14.99
INV536697,Milk,Dairy & Eggs,2,2025-02-18 20:22,CUST10181,United Kingdom,1.99
INV536698,Jam,Pantry,2,2025-05-13 20:21,CUST12593,United Kingdom,4.2
INV536698,Baby Wipes,Baby & Personal Care,1,2025-05-13 20:21,CUST12593,United Kingdom,3.99
INV536698,Bread,Bakery,10,2025-05-13 20:21,CUST12593,United Kingdom,2.5
INV536698,Yogurt,Dairy & Eggs,1,2025-05-13 20:21,CUST12593,United Kingdom,1.2
INV536698,Butter,Dairy & Eggs,4,2025-05-13 20:21,CUST12593,United Kingdom,3.49
INV536699,Cake,Bakery,1,2025-06-30 13:03,CUST14030,United Kingdom,12.0
INV536699,Eggs,Dairy & Eggs,1,2025-06-30 13:03,CUST14030,United Kingdom,2.99
INV536699,Baby Wipes,Baby & Personal Care,10,2025-06-30 13:03,CUST14030,United Kingdom,3.99
INV536700,Tomato Sauce,Pantry,10,2025-10-13 16:07,CUST10090,United Kingdom,2.79
INV536700,Olive Oil,Pantry,1,2025-10-13 16:07,CUST10090,United Kingdom,9.99
INV536700,Bread,Bakery,4,2025-10-13 16:07,CUST10090,United Kingdom,2.5
INV536700,Eggs,Dairy & Eggs,1,2025-10-13 16:07,CUST10090,United Kingdom,2.99
INV536700,Butter,Dairy & Eggs,4,2025-10-13 16:07,CUST10090,United Kingdom,3.49
INV536701,Cheese,Dairy & Eggs,5,2025-09-21 19:19,CUST18130,Italy,5.99
INV536701,Tomato Sauce,Pantry,1,2025-09-21 19:19,CUST18130,Italy,2.79
INV536701,Pasta,Pantry,1,2025-09-21 19:19,CUST18130,Italy,1.49
INV536701,Olive Oil,Pantry,2,2025-09-21 19:19,CUST18130,Italy,9.99
INV536701,Yogurt,Dairy & Eggs,1,2025-09-21 19:19,CUST18130,Italy,1.2
INV536701,Milk,Dairy & Eggs,1,2025-09-21 19:19,CUST18130,Italy,1.99
INV536702,Cake,Bakery,2,2025-07-12 08:11,CUST16572,United Kingdom,12.0
INV536702,Sugar,Pantry,1,2025-07-12 08:11,CUST16572,United Kingdom,2.1
INV536702,Croissant,Bakery,1,2025-07-12 08:11,CUST16572,United Kingdom,1.8
INV536702,Coffee,Pantry,3,2025-07-12 08:11,CUST16572,United Kingdom,7.99
INV536702,Yogurt,Dairy & Eggs,1,2025-07-12 08:11,CUST16572,United Kingdom,1.2
INV536702,Bagel,Bakery,1,2025-07-12 08:11,CUST16572,United Kingdom,1.5
INV536702,Milk,Dairy & Eggs,1,2025-07-12 08:11,CUST16572,United Kingdom,1.99
INV536703,Cake,Bakery,2,2025-04-07 10:25,CUST11868,United Kingdom,12.0
INV536703,Juice,Beverages,1,2025-04-07 10:25,CUST11868,United Kingdom,3.5
INV536703,Soda,Beverages,1,2025-04-07 10:25,CUST11868,United Kingdom,1.79
INV536703,Pasta,Pantry,2,2025-04-07 10:25,CUST11868,United Kingdom,1.49
INV536703,Soap,Baby & Personal Care,1,2025-04-07 10:25,CUST11868,United Kingdom,1.5
INV536703,Eggs,Dairy & Eggs,3,2025-04-07 10:25,CUST11868,United Kingdom,2.99
INV536703,Butter,Dairy & Eggs,2,2025-04-07 10:25,CUST11868,United Kingdom,3.49
INV536704,Jam,Pantry,12,2025-10-25 17:17,CUST15739,Italy,4.2
INV536704,Water,Beverages,1,2025-10-25 17:17,CUST15739,Italy,0.99
INV536704,Juice,Beverages,10,2025-10-25 17:17,CUST15739,Italy,3.5
INV536704,Cookies,Bakery,1,2025-10-25 17:17,CUST15739,Italy,3.0
INV536704,Tea,Pantry,5,2025-10-25 17:17,CUST15739,Italy,4.5
INV536704,Sugar,Pantry,3,2025-10-25 17:17,CUST15739,Italy,2.1
INV536704,Coffee,Pantry,2,2025-10-25 17:17,CUST15739,Italy,7.99
INV536705,Cheese,Dairy & Eggs,2,2025-11-04 20:50,CUST17795,Germany,5.99
INV536705,Wine,Beverages,2,2025-11-04 20:50,CUST17795,Germany,14.99
INV536705,Bagel,Bakery,1,2025-11-04 20:50,CUST17795,Germany,1.5
INV536706,Tomato Sauce,Pantry,1,2025-02-22 14:04,CUST10086,United Kingdom,2.79
INV536706,Croissant,Bakery,12,2025-02-22 14:04,CUST10086,United Kingdom,1.8
INV536707,Beer,Beverages,1,2025-07-30 13:06,CUST15618,United Kingdom,8.99
INV536707,Cheese,Dairy & Eggs,1,2025-07-30 13:06,CUST15618,United Kingdom,5.99
INV536707,Juice,Beverages,2,2025-07-30 13:06,CUST15618,United Kingdom,3.5
INV536707,Wine,Beverages,5,2025-07-30 13:06,CUST15618,United Kingdom,14.99
INV536707,Milk,Dairy & Eggs,2,2025-07-30 13:06,CUST15618,United Kingdom,1.99
INV536708,Cheese,Dairy & Eggs,1,2025-06-20 13:35,CUST15515,United Kingdom,5.99
INV536708,Water,Beverages,2,2025-06-20 13:35,CUST15515,United Kingdom,0.99
INV536708,Baby Wipes,Baby & Personal Care,5,2025-06-20 13:35,CUST15515,United Kingdom,3.99
INV536708,Tomato Sauce,Pantry,2,2025-06-20 13:35,CUST15515,United Kingdom,2.79
INV536708,Soda,Beverages,1,2025-06-20 13:35,CUST15515,United Kingdom,1.79
INV536708,Pasta,Pantry,2,2025-06-20 13:35,CUST15515,United Kingdom,1.49
INV536708,Tea,Pantry,1,2025-06-20 13:35,CUST15515,United Kingdom,4.5
INV536708,Croissant,Bakery,1,2025-06-20 13:35,CUST15515,United Kingdom,1.8
INV536708,Soap,Baby & Personal Care,3,2025-06-20 13:35,CUST15515,United Kingdom,1.5
INV536708,Rice,Pantry,4,2025-06-20 13:35,CUST15515,United Kingdom,3.2
INV536709,Beer,Beverages,2,2025-05-30 15:47,CUST10488,France,8.99
INV536709,Water,Beverages,5,2025-05-30 15:47,CUST10488,France,0.99
INV536709,Diapers,Baby & Personal Care,5,2025-05-30 15:47,CUST10488,France,19.99
INV536709,Tomato Sauce,Pantry,4,2025-05-30 15:47,CUST10488,France,2.79
INV536709,Baby Wipes,Baby & Personal Care,1,2025-05-30 15:47,CUST10488,France,3.99
INV536709,Soda,Beverages,3,2025-05-30 15:47,CUST10488,France,1.79
INV536709,Pasta,Pantry,1,2025-05-30 15:47,CUST10488,France,1.49
INV536709,Yogurt,Dairy & Eggs,2,2025-05-30 15:47,CUST10488,France,1.2
INV536710,Cheese,Dairy & Eggs,1,2025-09-15 19:37,CUST15715,United Kingdom,5.99
INV536710,Cookies,Bakery,1,2025-09-15 19:37,CUST15715,United Kingdom,3.0
INV536710,Jam,Pantry,3,2025-09-15 19:37,CUST15715,United Kingdom,4.2
INV536710,Tomato Sauce,Pantry,1,2025-09-15 19:37,CUST15715,United Kingdom,2.79
INV536710,Soda,Beverages,3,2025-09-15 19:37,CUST15715,United Kingdom,1.79
INV536710,Pasta,Pantry,1,2025-09-15 19:37,CUST15715,United Kingdom,1.49
INV536710,Coffee,Pantry,2,2025-09-15 19:37,CUST15715,United Kingdom,7.99
INV536710,Wine,Beverages,5,2025-09-15 19:37,CUST15715,United Kingdom,14.99
INV536710,Milk,Dairy & Eggs,1,2025-09-15 19:37,CUST15715,United Kingdom,1.99
INV536711,Cheese,Dairy & Eggs,12,2025-11-13 08:12,CUST14866,United Kingdom,5.99
INV536711,Jam,Pantry,2,2025-11-13 08:12,CUST14866,United Kingdom,4.2
INV536711,Juice,Beverages,2,2025-11-13 08:12,CUST14866,United Kingdom,3.5
INV536711,Tomato Sauce,Pantry,1,2025-11-13 08:12,CUST14866,United Kingdom,2.79
INV536711,Pasta,Pantry,3,2025-11-13 08:12,CUST14866,United Kingdom,1.49
INV536711,Croissant,Bakery,2,2025-11-13 08:12,CUST14866,United Kingdom,1.8
INV536711,Bread,Bakery,1,2025-11-13 08:12,CUST14866,United Kingdom,2.5
INV536711,Coffee,Pantry,1,2025-11-13 08:12,CUST14866,United Kingdom,7.99
